,city_name,city_avg_wait,store_location,location_wait
78,Denver,10,Douglas County (Park Meadows),10
79,Denver,10,Parker,5
80,Denver,10,Thornton,5
81,Denver,10,Superior,5
82,Denver,10,Timnath,20
83,Seattle,12,Seattle,20
84,Seattle,12,Kirkland,5
85,Seattle,12,Tukwila,15
86,Seattle,12,Redmond,20
87,Seattle,12,Aurora Village,10
88,Seattle,12,Issaquah,15
89,Seattle,12,Woodinville,5
90,Seattle,12,Lynnwood Business Center,15
91,Seattle,12,Lynnwood,20
92,Seattle,12,Silverdale,5
93,Seattle,12,Covington,5
94,Seattle,12,Gig Harbor,5
95,Seattle,12,Everett,10
96,Seattle,12,Federal Way,15
97,Seattle,12,Fife Business Center,15
98,Seattle,12,Tacoma,5
99,Seattle,12,Puyallup,5
100,Seattle,12,Bonney Lake,15
101,Seattle,12,Marysville,15
102,Chicago,15,Chicago South Loop,20
103,Chicago,15,Lincoln Park,20
104,Chicago,15,North Riverside IL,15
105,Chicago,15,Bedford Park Business Center,30
106,Chicago,15,Melrose Park,20
107,Chicago,15,Niles,1
108,Chicago,15,Oak Brook,20
109,Chicago,15,Glenview,10
110,Chicago,15,Mt Prospect,30
111,Chicago,15,Orland Park,5
112,Chicago,15,Bolingbrook,5
113,Chicago,15,Schaumburg,5
114,Chicago,15,Bloomingdale,20
115,Chicago,15,Mettawa,15
116,Chicago,15,Lake Zurich,20
117,Chicago,15,Naperville,20
118,Chicago,15,Merrillville,10
119,Chicago,15,St Charles,10
120,Chicago,15,Lake In The Hills,5
121,Houston,17,Cypress,15
122,Houston,17,Galleria,20
123,Houston,17,Bunker Hill,15
124,Houston,17,Pearland,20
125,Houston,17,Willowbrook,20
126,Houston,17,Humble,10
127,Houston,17,Sugar Land,10
128,Houston,17,Webster,20
129,Houston,17,W Katy,20
130,Houston,17,Woodlands,15
131,Miami,12,Miami,10
132,Miami,12,N Miami,10
133,Miami,12,Miami Lakes,15
134,Miami,12,Kendall,10
135,Miami,12,Pembroke Pines,5
136,Miami,12,Davie,10
137,Miami,12,Pompano,20
138,Miami,12,Coral Springs,10
139,Miami,12,Boca Raton,10
140,Miami,12,Lantana,10
141,Miami,12,Royal Palm Beach,15
142,Miami,12,Palm Beach Gardens,15
143,New York,16,Brooklyn,15
144,New York,16,Queens,30
145,New York,16,Manhattan,10
146,New York,16,Rego Park,10
147,New York,16,Staten Island,15
148,New York,16,Lawrence,10
149,New York,16,New Rochelle,20
150,New York,16,Yonkers,10
151,New York,16,Oceanside,15
152,New York,16,Westbury,15
153,New York,16,Port Chester,20
154,New York,16,Nanuet,20
155,New York,16,Melville,20
156,New York,16,Commack,15
157,New York,16,Nesconset,20
158,New York,16,Holbrook,15
159,New York,16,Riverhead,10
160,Inland Empire,22,Chino Hills,30
161,Inland Empire,22,Eastvale,15
162,Inland Empire,22,Fontana,20
163,Inland Empire,22,Lake Elsinore,10
164,Inland Empire,22,Lancaster,10
165,Inland Empire,22,Montclair,15
166,Inland Empire,22,Moreno Valley,10
167,Inland Empire,22,Rancho Cucamonga,10
168,Inland Empire,22,San Bernardino,10
169,Inland Empire,22,Temecula,20
170,Inland Empire,22,Victorville,90
171,Los Angeles,15,Alhambra,15
172,Los Angeles,15,Azusa,15
173,Los Angeles,15,Burbank,5
174,Los Angeles,15,Burbank Business Center,5
175,Los Angeles,15,City of Industry,15
176,Los Angeles,15,Commerce Business Center,10
177,Los Angeles,15,Culver City,15
178,Los Angeles,15,Hawthorne,20
179,Los Angeles,15,Hawthorne Business Center,15
180,Los Angeles,15,Inglewood,20
181,Los Angeles,15,Lakewood,15
182,Los Angeles,15,Los Feliz,5
183,Los Angeles,15,Monterey Park,15
184,Los Angeles,15,Northridge,20
185,Los Angeles,15,Norwalk,10
186,Los Angeles,15,Oxnard,60
187,Los Angeles,15,Pacoima,20
188,Los Angeles,15,San Dimas,10
189,Los Angeles,15,Santa Clarita,20
190,Los Angeles,15,Signal Hill,15
191,Los Angeles,15,Simi Valley,15
192,Los Angeles,15,Torrance,10
193,Los Angeles,15,Van Nuys,15
194,Los Angeles,15,Westlake Village,15
195,Los Angeles,15,Woodland Hills,1
196,Dallas/Fort Worth,17,Arlington,20
197,Dallas/Fort Worth,17,Dallas,20
198,Dallas/Fort Worth,17,Dallas Business Center,15
199,Dallas/Fort Worth,17,Duncanville,15
200,Dallas/Fort Worth,17,E Plano,20
201,Dallas/Fort Worth,17,Fort Worth,30
202,Dallas/Fort Worth,17,Frisco,15
203,Dallas/Fort Worth,17,Lewisville,15
204,Dallas/Fort Worth,17,McKinney,5
205,Dallas/Fort Worth,17,N Fort Worth,30
206,Dallas/Fort Worth,17,Rockwall,20
207,Dallas/Fort Worth,17,Southlake,5
208,Dallas/Fort Worth,17,W Plano,15
209,Las Vegas,13,SW Henderson (Saint Rose Pkwy),15
210,Las Vegas,13,Henderson (Marks St),15
211,Las Vegas,13,Summerlin,10
212,Las Vegas,13,Centennial,20
213,Las Vegas,13,Las Vegas Business Center,5
214,San Diego,10,Carlsbad,1
215,San Diego,10,Carmel Mountain,15
216,San Diego,10,Chula Vista,5
217,San Diego,10,El Centro,15
218,San Diego,10,La Mesa,15
219,San Diego,10,La Quinta,10
220,San Diego,10,Mission Valley,1
221,San Diego,10,Morena,5
222,San Diego,10,Palm Desert,10
223,San Diego,10,Poway,5
224,San Diego,10,Rancho Del Rey,20
225,San Diego,10,San Diego Business Center,10
226,San Diego,10,San Marcos,10
227,San Diego,10,Santee,10
228,San Diego,10,SE San Diego,15
229,San Diego,10,Vista,15
